"","group","date","count"
"243","men","2016-03-20",8
"244","professional_gap","2016-03-20",7
"245","reproductive_rights","2016-03-20",14
"246","violence_against_women","2016-03-20",32
"247","feminism","2016-03-21",68
"248","intersectionality","2016-03-21",59
"249","men","2016-03-21",22
"250","professional_gap","2016-03-21",1
"251","reproductive_rights","2016-03-21",25
"252","violence_against_women","2016-03-21",38
"253","feminism","2016-03-22",52
"254","intersectionality","2016-03-22",81
"255","men","2016-03-22",8
"256","professional_gap","2016-03-22",5
"257","reproductive_rights","2016-03-22",16
"258","violence_against_women","2016-03-22",46
"259","feminism","2016-03-23",66
"260","intersectionality","2016-03-23",97
"261","men","2016-03-23",29
"262","professional_gap","2016-03-23",9
"263","reproductive_rights","2016-03-23",18
"264","violence_against_women","2016-03-23",39
"265","feminism","2016-03-24",72
"266","intersectionality","2016-03-24",52
"267","men","2016-03-24",12
"268","professional_gap","2016-03-24",4
"269","reproductive_rights","2016-03-24",50
"270","violence_against_women","2016-03-24",22
"271","feminism","2016-03-25",60
"272","intersectionality","2016-03-25",68
"273","men","2016-03-25",20
"274","professional_gap","2016-03-25",1
"275","reproductive_rights","2016-03-25",29
"276","violence_against_women","2016-03-25",24
"277","feminism","2016-03-26",74
"278","intersectionality","2016-03-26",164
"279","men","2016-03-26",48
"280","professional_gap","2016-03-26",13
"281","reproductive_rights","2016-03-26",15
"282","violence_against_women","2016-03-26",27
"283","feminism","2016-03-27",113
"284","intersectionality","2016-03-27",466
"285","men","2016-03-27",63
"286","professional_gap","2016-03-27",5
"287","reproductive_rights","2016-03-27",12
"288","violence_against_women","2016-03-27",57
"289","feminism","2016-03-28",142
"290","intersectionality","2016-03-28",493
"291","men","2016-03-28",42
"292","professional_gap","2016-03-28",7
"293","reproductive_rights","2016-03-28",19
"294","violence_against_women","2016-03-28",31
"295","feminism","2016-03-29",288
"296","intersectionality","2016-03-29",138
"297","men","2016-03-29",50
"298","professional_gap","2016-03-29",7
"299","reproductive_rights","2016-03-29",26
"300","violence_against_women","2016-03-29",131
"301","feminism","2016-03-30",98
"302","intersectionality","2016-03-30",524
"303","men","2016-03-30",31
"304","professional_gap","2016-03-30",10
"305","reproductive_rights","2016-03-30",122
"306","violence_against_women","2016-03-30",40
"307","feminism","2016-03-31",106
"308","intersectionality","2016-03-31",154
"309","men","2016-03-31",20
"310","professional_gap","2016-03-31",7
"311","reproductive_rights","2016-03-31",607
"312","violence_against_women","2016-03-31",67
"313","feminism","2016-04-01",126
"314","intersectionality","2016-04-01",361
"315","men","2016-04-01",36
"316","professional_gap","2016-04-01",15
"317","reproductive_rights","2016-04-01",246
"318","violence_against_women","2016-04-01",56
"319","feminism","2016-04-02",140
"320","intersectionality","2016-04-02",147
"321","men","2016-04-02",20
"322","professional_gap","2016-04-02",11
"323","reproductive_rights","2016-04-02",86
"324","violence_against_women","2016-04-02",54
"325","feminism","2016-04-03",96
"326","intersectionality","2016-04-03",112
"327","men","2016-04-03",27
"328","professional_gap","2016-04-03",8
"329","reproductive_rights","2016-04-03",94
"330","violence_against_women","2016-04-03",92
"331","feminism","2016-04-04",42
"332","intersectionality","2016-04-04",65
"333","men","2016-04-04",11
"334","professional_gap","2016-04-04",5
"335","reproductive_rights","2016-04-04",99
"336","violence_against_women","2016-04-04",18
"337","feminism","2016-04-05",58
"338","intersectionality","2016-04-05",39
"339","men","2016-04-05",15
"340","professional_gap","2016-04-05",35
"341","reproductive_rights","2016-04-05",31
"342","violence_against_women","2016-04-05",26
"343","feminism","2016-04-06",80
"344","intersectionality","2016-04-06",69
"345","men","2016-04-06",11
"346","professional_gap","2016-04-06",16
"347","reproductive_rights","2016-04-06",15
"348","violence_against_women","2016-04-06",28
"349","feminism","2016-04-07",177
"350","intersectionality","2016-04-07",63
"351","men","2016-04-07",13
"352","professional_gap","2016-04-07",16
"353","reproductive_rights","2016-04-07",32
"354","violence_against_women","2016-04-07",44
"355","feminism","2016-04-08",397
"356","intersectionality","2016-04-08",168
"357","men","2016-04-08",38
"358","professional_gap","2016-04-08",41
"359","reproductive_rights","2016-04-08",28
"360","violence_against_women","2016-04-08",36
"361","feminism","2016-04-09",240
"362","intersectionality","2016-04-09",87
"363","men","2016-04-09",25
"364","professional_gap","2016-04-09",25
"365","reproductive_rights","2016-04-09",31
"366","violence_against_women","2016-04-09",82
"367","feminism","2016-04-10",153
"368","intersectionality","2016-04-10",175
"369","men","2016-04-10",6
"370","professional_gap","2016-04-10",15
"371","reproductive_rights","2016-04-10",20
"372","violence_against_women","2016-04-10",27
"373","feminism","2016-04-11",95
"374","intersectionality","2016-04-11",97
"375","men","2016-04-11",17
"376","professional_gap","2016-04-11",11
"377","reproductive_rights","2016-04-11",30
"378","violence_against_women","2016-04-11",61
"379","feminism","2016-04-12",221
"380","intersectionality","2016-04-12",105
"381","men","2016-04-12",21
"382","professional_gap","2016-04-12",432
"383","reproductive_rights","2016-04-12",27
"384","violence_against_women","2016-04-12",44
"385","feminism","2016-04-13",79
"386","intersectionality","2016-04-13",107
"387","men","2016-04-13",34
"388","professional_gap","2016-04-13",226
"389","reproductive_rights","2016-04-13",18
"390","violence_against_women","2016-04-13",32
"391","feminism","2016-04-14",605
"392","intersectionality","2016-04-14",148
"393","men","2016-04-14",201
"394","professional_gap","2016-04-14",67
"395","reproductive_rights","2016-04-14",40
"396","violence_against_women","2016-04-14",97
"397","feminism","2016-04-15",198
"398","intersectionality","2016-04-15",175
"399","men","2016-04-15",46
"400","professional_gap","2016-04-15",50
"401","reproductive_rights","2016-04-15",321
"402","violence_against_women","2016-04-15",58
"403","feminism","2016-04-16",117
"404","intersectionality","2016-04-16",72
"405","men","2016-04-16",37
"406","professional_gap","2016-04-16",50
"407","reproductive_rights","2016-04-16",76
"408","violence_against_women","2016-04-16",62
"409","feminism","2016-04-17",157
"410","intersectionality","2016-04-17",99
"411","men","2016-04-17",53
"412","professional_gap","2016-04-17",49
"413","reproductive_rights","2016-04-17",21
"414","violence_against_women","2016-04-17",53
"415","feminism","2016-04-18",152
"416","intersectionality","2016-04-18",108
"417","men","2016-04-18",66
"418","professional_gap","2016-04-18",48
"419","reproductive_rights","2016-04-18",26
"420","violence_against_women","2016-04-18",63
"421","feminism","2016-04-19",262
"422","intersectionality","2016-04-19",90
"423","men","2016-04-19",45
"424","professional_gap","2016-04-19",81
"425","reproductive_rights","2016-04-19",73
"426","violence_against_women","2016-04-19",60
"427","feminism","2016-04-20",109
"428","intersectionality","2016-04-20",95
"429","men","2016-04-20",31
"430","professional_gap","2016-04-20",60
"431","reproductive_rights","2016-04-20",21
"432","violence_against_women","2016-04-20",36
"433","feminism","2016-04-21",81
"434","intersectionality","2016-04-21",60
"435","men","2016-04-21",20
"436","professional_gap","2016-04-21",45
"437","reproductive_rights","2016-04-21",23
"438","violence_against_women","2016-04-21",40
"439","feminism","2016-04-22",78
"440","intersectionality","2016-04-22",51
"441","men","2016-04-22",17
"442","professional_gap","2016-04-22",54
"443","reproductive_rights","2016-04-22",39
"444","violence_against_women","2016-04-22",38
"445","feminism","2016-04-23",75
"446","intersectionality","2016-04-23",53
"447","men","2016-04-23",15
"448","professional_gap","2016-04-23",45
"449","reproductive_rights","2016-04-23",30
"450","violence_against_women","2016-04-23",16
"451","feminism","2016-04-24",91
"452","intersectionality","2016-04-24",77
"453","men","2016-04-24",16
"454","professional_gap","2016-04-24",49
"455","reproductive_rights","2016-04-24",17
"456","violence_against_women","2016-04-24",56
"457","feminism","2016-04-25",104
"458","intersectionality","2016-04-25",42
"459","men","2016-04-25",23
"460","professional_gap","2016-04-25",36
"461","reproductive_rights","2016-04-25",22
"462","violence_against_women","2016-04-25",29
"463","feminism","2016-04-26",163
"464","intersectionality","2016-04-26",77
"465","men","2016-04-26",42
"466","professional_gap","2016-04-26",20
"467","reproductive_rights","2016-04-26",16
"468","violence_against_women","2016-04-26",30
"469","feminism","2016-04-27",179
"470","intersectionality","2016-04-27",61
"471","men","2016-04-27",16
"472","professional_gap","2016-04-27",12
"473","reproductive_rights","2016-04-27",17
"474","violence_against_women","2016-04-27",24
"475","feminism","2016-04-28",217
"476","intersectionality","2016-04-28",54
"477","men","2016-04-28",11
"478","professional_gap","2016-04-28",10
"479","reproductive_rights","2016-04-28",15
"480","violence_against_women","2016-04-28",23
"481","feminism","2016-04-29",206
"482","intersectionality","2016-04-29",38
"483","men","2016-04-29",12
"484","professional_gap","2016-04-29",5
"485","reproductive_rights","2016-04-29",18
"486","violence_against_women","2016-04-29",34
"487","feminism","2016-04-30",338
"488","intersectionality","2016-04-30",24
"489","men","2016-04-30",13
"490","professional_gap","2016-04-30",14
"491","reproductive_rights","2016-04-30",18
"492","violence_against_women","2016-04-30",33
