"","group","date","count"
"267","men","2016-03-24",250
"268","professional_gap","2016-03-24",10
"269","reproductive_rights","2016-03-24",63
"270","violence_against_women","2016-03-24",92
"271","feminism","2016-03-25",171
"272","intersectionality","2016-03-25",130
"273","men","2016-03-25",302
"274","professional_gap","2016-03-25",12
"275","reproductive_rights","2016-03-25",28
"276","violence_against_women","2016-03-25",79
"277","feminism","2016-03-26",596
"278","intersectionality","2016-03-26",92
"279","men","2016-03-26",263
"280","professional_gap","2016-03-26",14
"281","reproductive_rights","2016-03-26",36
"282","violence_against_women","2016-03-26",135
"283","feminism","2016-03-27",176
"284","intersectionality","2016-03-27",101
"285","men","2016-03-27",100
"286","professional_gap","2016-03-27",22
"287","reproductive_rights","2016-03-27",29
"288","violence_against_women","2016-03-27",57
"289","feminism","2016-03-28",184
"290","intersectionality","2016-03-28",83
"291","men","2016-03-28",43
"292","professional_gap","2016-03-28",16
"293","reproductive_rights","2016-03-28",29
"294","violence_against_women","2016-03-28",62
"295","feminism","2016-03-29",240
"296","intersectionality","2016-03-29",198
"297","men","2016-03-29",224
"298","professional_gap","2016-03-29",17
"299","reproductive_rights","2016-03-29",88
"300","violence_against_women","2016-03-29",124
"301","feminism","2016-03-30",200
"302","intersectionality","2016-03-30",150
"303","men","2016-03-30",170
"304","professional_gap","2016-03-30",25
"305","reproductive_rights","2016-03-30",4488
"306","violence_against_women","2016-03-30",195
"307","feminism","2016-03-31",163
"308","intersectionality","2016-03-31",105
"309","men","2016-03-31",138
"310","professional_gap","2016-03-31",18
"311","reproductive_rights","2016-03-31",6609
"312","violence_against_women","2016-03-31",146
"313","feminism","2016-04-01",164
"314","intersectionality","2016-04-01",125
"315","men","2016-04-01",61
"316","professional_gap","2016-04-01",19
"317","reproductive_rights","2016-04-01",2119
"318","violence_against_women","2016-04-01",91
"319","feminism","2016-04-02",101
"320","intersectionality","2016-04-02",42
"321","men","2016-04-02",50
"322","professional_gap","2016-04-02",21
"323","reproductive_rights","2016-04-02",1671
"324","violence_against_women","2016-04-02",62
"325","feminism","2016-04-03",110
"326","intersectionality","2016-04-03",45
"327","men","2016-04-03",123
"328","professional_gap","2016-04-03",41
"329","reproductive_rights","2016-04-03",827
"330","violence_against_women","2016-04-03",53
"331","feminism","2016-04-04",39
"332","intersectionality","2016-04-04",32
"333","men","2016-04-04",15
"334","professional_gap","2016-04-04",9
"335","reproductive_rights","2016-04-04",704
"336","violence_against_women","2016-04-04",67
"337","feminism","2016-04-05",52
"338","intersectionality","2016-04-05",47
"339","men","2016-04-05",45
"340","professional_gap","2016-04-05",30
"341","reproductive_rights","2016-04-05",330
"342","violence_against_women","2016-04-05",67
"343","feminism","2016-04-06",78
"344","intersectionality","2016-04-06",49
"345","men","2016-04-06",17
"346","professional_gap","2016-04-06",3
"347","reproductive_rights","2016-04-06",147
"348","violence_against_women","2016-04-06",86
"349","feminism","2016-04-07",43
"350","intersectionality","2016-04-07",34
"351","men","2016-04-07",20
"352","professional_gap","2016-04-07",7
"353","reproductive_rights","2016-04-07",155
"354","violence_against_women","2016-04-07",29
"355","feminism","2016-04-08",103
"356","intersectionality","2016-04-08",61
"357","men","2016-04-08",16
"358","professional_gap","2016-04-08",16
"359","reproductive_rights","2016-04-08",133
"360","violence_against_women","2016-04-08",58
"361","feminism","2016-04-09",37
"362","intersectionality","2016-04-09",98
"363","men","2016-04-09",16
"364","professional_gap","2016-04-09",15
"365","reproductive_rights","2016-04-09",82
"366","violence_against_women","2016-04-09",34
"367","feminism","2016-04-10",18
"368","intersectionality","2016-04-10",71
"369","men","2016-04-10",19
"370","professional_gap","2016-04-10",7
"371","reproductive_rights","2016-04-10",61
"372","violence_against_women","2016-04-10",48
"373","feminism","2016-04-11",33
"374","intersectionality","2016-04-11",76
"375","men","2016-04-11",16
"376","professional_gap","2016-04-11",5
"377","reproductive_rights","2016-04-11",70
"378","violence_against_women","2016-04-11",42
"379","feminism","2016-04-12",45
"380","intersectionality","2016-04-12",80
"381","men","2016-04-12",18
"382","professional_gap","2016-04-12",23
"383","reproductive_rights","2016-04-12",49
"384","violence_against_women","2016-04-12",58
"385","feminism","2016-04-13",51
"386","intersectionality","2016-04-13",109
"387","men","2016-04-13",31
"388","professional_gap","2016-04-13",15
"389","reproductive_rights","2016-04-13",34
"390","violence_against_women","2016-04-13",35
"391","feminism","2016-04-14",156
"392","intersectionality","2016-04-14",61
"393","men","2016-04-14",51
"394","professional_gap","2016-04-14",6
"395","reproductive_rights","2016-04-14",39
"396","violence_against_women","2016-04-14",106
"397","feminism","2016-04-15",34
"398","intersectionality","2016-04-15",86
"399","men","2016-04-15",9
"400","professional_gap","2016-04-15",8
"401","reproductive_rights","2016-04-15",256
"402","violence_against_women","2016-04-15",49
"403","feminism","2016-04-16",37
"404","intersectionality","2016-04-16",88
"405","men","2016-04-16",22
"406","professional_gap","2016-04-16",8
"407","reproductive_rights","2016-04-16",133
"408","violence_against_women","2016-04-16",47
"409","feminism","2016-04-17",38
"410","intersectionality","2016-04-17",77
"411","men","2016-04-17",31
"412","professional_gap","2016-04-17",6
"413","reproductive_rights","2016-04-17",42
"414","violence_against_women","2016-04-17",58
"415","feminism","2016-04-18",29
"416","intersectionality","2016-04-18",189
"417","men","2016-04-18",14
"418","professional_gap","2016-04-18",4
"419","reproductive_rights","2016-04-18",53
"420","violence_against_women","2016-04-18",43
"421","feminism","2016-04-19",27
"422","intersectionality","2016-04-19",96
"423","men","2016-04-19",20
"424","professional_gap","2016-04-19",18
"425","reproductive_rights","2016-04-19",42
"426","violence_against_women","2016-04-19",48
"427","feminism","2016-04-20",42
"428","intersectionality","2016-04-20",77
"429","men","2016-04-20",37
"430","professional_gap","2016-04-20",14
"431","reproductive_rights","2016-04-20",70
"432","violence_against_women","2016-04-20",48
"433","feminism","2016-04-21",30
"434","intersectionality","2016-04-21",998
"435","men","2016-04-21",12
"436","professional_gap","2016-04-21",5
"437","reproductive_rights","2016-04-21",258
"438","violence_against_women","2016-04-21",101
"439","feminism","2016-04-22",23
"440","intersectionality","2016-04-22",595
"441","men","2016-04-22",21
"442","professional_gap","2016-04-22",24
"443","reproductive_rights","2016-04-22",223
"444","violence_against_women","2016-04-22",141
"445","feminism","2016-04-23",23
"446","intersectionality","2016-04-23",195
"447","men","2016-04-23",20
"448","professional_gap","2016-04-23",10
"449","reproductive_rights","2016-04-23",111
"450","violence_against_women","2016-04-23",58
"451","feminism","2016-04-24",25
"452","intersectionality","2016-04-24",109
"453","men","2016-04-24",28
"454","professional_gap","2016-04-24",4
"455","reproductive_rights","2016-04-24",46
"456","violence_against_women","2016-04-24",43
"457","feminism","2016-04-25",21
"458","intersectionality","2016-04-25",234
"459","men","2016-04-25",21
"460","professional_gap","2016-04-25",7
"461","reproductive_rights","2016-04-25",79
"462","violence_against_women","2016-04-25",50
"463","feminism","2016-04-26",77
"464","intersectionality","2016-04-26",79
"465","men","2016-04-26",33
"466","professional_gap","2016-04-26",17
"467","reproductive_rights","2016-04-26",65
"468","violence_against_women","2016-04-26",72
"469","feminism","2016-04-27",1510
"470","intersectionality","2016-04-27",76
"471","men","2016-04-27",141
"472","professional_gap","2016-04-27",26
"473","reproductive_rights","2016-04-27",144
"474","violence_against_women","2016-04-27",92
"475","feminism","2016-04-28",772
"476","intersectionality","2016-04-28",78
"477","men","2016-04-28",79
"478","professional_gap","2016-04-28",15
"479","reproductive_rights","2016-04-28",97
"480","violence_against_women","2016-04-28",155
"481","feminism","2016-04-29",687
"482","intersectionality","2016-04-29",179
"483","men","2016-04-29",96
"484","professional_gap","2016-04-29",30
"485","reproductive_rights","2016-04-29",92
"486","violence_against_women","2016-04-29",527
"487","feminism","2016-04-30",279
"488","intersectionality","2016-04-30",93
"489","men","2016-04-30",49
"490","professional_gap","2016-04-30",18
"491","reproductive_rights","2016-04-30",90
"492","violence_against_women","2016-04-30",375
